track_name,lyrics,album_uri,album_name,album_img,album_release_date,album_release_year,album_popularity,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,track_popularity
Style,midnight you come and pick me up no headlights long drive could end in burning flames or paradise fade into view oh it s been a while since i have even heard from you heard from you and i should just tell you to leave cause i know exactly where it leads but i watch us go round and round each time you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time cause we never go out of style we never go out of style you got that long hair slicked back white t shirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time cause we never go out of style we never go out of style so it goes he can t keep his wild eyes on the road mmm takes me home lights are off he s taking off his coat mmm yeah i say i ve heard oh that you ve been out and about with some other girl some other girl he says what you heard is true but ican t stop thinking bout you and i i said i ve been there too a few times cause you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time cause we never go out of style we never go out of style you got that long hair slicked back white t shirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time cause we never go out of style we never go out of style take me home just take me home yeah just take me home out of style oh you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back everytime cause we never go out of style we never go out of style,4uUAUqIfSomFTbbjGp3TYp,1989,https://i.scdn.co/image/d6c5c97ebdab865796bfe6df314399de09ad192a,2014-10-27,2014-10-27,44,2azpRNbgwmjSmmQZ5PGJGT,0.598,0.786,D,-5.572,major,0.0382,0.00256,0.00143,0.117,0.456,95.021,231e3,4,D major,41
SuperStar,this is wrong but i can t help but feel like there ain t nothing more right babe misty morning comes again and i can t help but wish i could see your face and i knew from the first note played i d be breaking all my rules to see you you smile that beautiful smile and all the girls in the front row scream your name so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar good morning loneliness comes around when i m not dreaming about you when my world wakes up today you ll be in another town and i knew when i saw your face i d be counting down the ways to see you you smile that beautiful smile and all the girls in the front row scream your name so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar you played in bars you play guitar and i m invisible and everyone knows who you are and you ll never see you sing me to sleep every night from the radio so dim that spotlight tell me things like i can t take my eyes off of you i m no one special just another wide eyed girl who s desperately in love with you give me a photograph to hang on my wall superstar sweet sweet superstar superstar superstar,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,14Bljc3pOOG0xQX3wqhLN9,0.607,0.534,D,-5.923,major,0.0242,0.359,0,0.354,0.297,85.953,261453,4,D major,45
Teardrops On My Guitar,drew looks at me i fake a smile so he won t see that i want and i m needing everything that we should be i ll bet she s beautiful that girl he talks about and she s got everything that i have to live without drew talks to me i laugh cause it s so damn funny that i can t even see anyone when he s with me he says he s so in love he s finally got it right i wonder if he knows he s all i think about at night he s the reason for the teardrops on my guitar the only thing that keeps me wishing on a wishing star he s the song in the car i keep singing don t know why i do drew walks by me can t he tell that i can t breathe and there he goes so perfectly the kind of flawless i wish i could be she d better hold him tight give him all her love look in those beautiful eyes and know she s lucky cause he s the reason for the teardrops on my guitar the only thing that keeps me wishing on a wishing star he s the song in the car i keep singing don t know why i do so i drive home alone as i turn off the light i ll put his picture down and maybe get some sleep tonight he s the reason for the teardrops on my guitar the only one who s got enough of me to break my heart he s the song in the car i keep singing don t know why i do he s the time taken up but there s never enough and he s all that i need to fall into drew looks at me i fake a smile so he won t see,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,7zMcNqs55Mxer82bvZFkpg,0.617,0.422,A#,-6.794,major,0.0239,0.303,0,0.123,0.264,99.966,203040,4,A# major,61
Tell Me Why,i took a chance i took a shot and you might think i m bulletproof but i m not you took a swing i took it hard and down here from the ground i see who you are i m sick and tired of your attitude i m feeling like i don t know you you tell me that you love me then you cut me down and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you re around and here s to you and your temper yes i remember what you said last night and i know that you see what you re doing to me tell me why you could write a book on how to ruin someone s perfect day well i get so confused and frustrated forget what i m trying to say oh i m sick and tired of your reasons i got no one to believe in you tell me that you want me then push me around and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you re around here s to you and your temper yes i remember what you said last night and i know that you see what you re doing to me tell me why why do you have to make me feel small so you can feel whole inside why do you have to put down my dreams so you re the only thing on my mind i m sick and tired of your attitude i m feeling like i don t know you you tell me that you want me then cut me down i m sick and tired of your reasons i ve got no one to believe in you ask me for my love then you push me around here s to you and your temper yes i remember what you said last night and i know that you see what you re doing to me tell me why why tell me why why i take a step back let you go i told you i m not bulletproof now you know,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,4XrP7vKBjKLEYlRZdb0Ygr,0.598,0.859,G,-3.009,major,0.0412,0.0664,3.64e-6,0.356,0.538,99.99,200560,4,G major,45
The Best Day,i m five years old it s getting cold i ve got my big coat on i hear your laugh and look up smiling at you i run and run past the pumpkin patch and the tractor rides look now the sky is gold i hug your legs and fall asleep on the way home i don t know why all the trees change in the fall but i know you re not scared of anything at all don t know if snow white s house is near or far away but i know i had the best day with you today i m thirteen now and don t know how my friends could be so mean i come home crying and you hold me tight and grab the keys and we drive and drive until we found a town far enough away and we talk and window shop til i ve forgotten all their names i don t know who i m going to talk to now at school but i know i m laughing on the car ride home with you don t know how long it s going to take to feel okay but i know i had the best day with you today i have an excellent father his strength is making me stronger god smiles on my little brother inside and out he s better than i am i grew up in a pretty house and i had space to run and i had the best days with you there is a video i found from back when i was three you set up a paint set in the kitchen and you re talking to me it s the age of princesses and pirate ships and the seven dwarfs and daddy s smart and you re the prettiest lady in the whole wide world and now i know why all the trees change in the fall i know you were on my side even when i was wrong and i love you for giving me your eyes for staying back and watching me shine and i didn t know if you knew so i m taking this chance to say that i had the best day with you today,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,5YbZZ2gYfvW1UvHHF4pVaD,0.67,0.456,C#,-8.402,major,0.0289,0.659,1.02e-6,0.117,0.357,126.075,245347,4,C# major,46
The Last Time,find myself at your door just like all those times before i m not sure how i got there all roads they lead me here i imagine you are home in your room all alone and you open your eyes into mine and everything feels better and right before your eyes i m breaking no past no reasons why just you and me he e he e he e he e he e he e he e he this is the last time i m asking you this put my name at the top of your list this is the last time i m asking you why you break my heart in the blink of an eye eye eye you find yourself at my door just like all those times before you wear your best apology but i was there to watch you leave and all the times i let you in just for you to go again disappear when you come back everything is better and right before your eyes i m aching no past nowhere to hide just you and me he e he e he e he e he e he e he e he this is the last time i m asking you this put my name at the top of your list this is the last time i m asking you why you break my heart in the blink of an eye eye eye this is the last time you tell me i ve got it wrong this is the last time i say it s been you all along this is the last time i let you in my door this is the last time i won t hurt you anymore oh ho oh ho oh ho oh ho oh ho oh ho oh ho oh ho this is the last time i m asking you this put my name at the top of your list this is the last time i m asking you why you break my heart in the blink of an eye this is the last time i m asking you this this is the last time i m asking you this put my name at the top of your list put my name at the top of your list this is the last time i m asking you why this is the last time i m asking you why you break my heart in the blink of an eye you break my heart this is the last time i m asking you last time i m asking you last time i m asking you this this is the last time i m asking you last time i m asking you last time i m asking you this this is the last time i m asking you last time i m asking you last time i m asking you this this is the last time i m asking you last time i m asking you last time i m asking you this,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,42UlriTopMxIsb9j3Lhw1i,0.503,0.459,D,-7.024,major,0.0268,0.0472,5.05e-6,0.101,0.121,94.013,299013,4,D major,52
The Lucky One,new to town with a made up name in the angel city chasing fortune and fame and the camera flashes make it look like a dream you had it figured out since you were in school everybody loves pretty everybody loves cool so overnight you look like a sixties queen another name goes up in lights like diamonds in the sky and they ll tell you now you re the lucky one yeah they ll tell you now you re the lucky one but can you tell me now you re the lucky one oh oh oh now it s big black cars and riviera views and your lover in the foyer doesn t even know you and your secrets end up splashed on the news front page and they tell you that you re lucky but you re so confused cause you don t feel pretty you just feel used and all the young things line up to take your place another name goes up in lights you wonder if you ll make it out alive and they ll tell you now you re the lucky one yeah they ll tell you now you re the lucky one but can you tell me now you re the lucky one oh oh oh it was a few years later i showed up here and they still tell the legend of how you disappeared how you took the money and your dignity and got the hell out they say you bought a bunch of land somewhere chose a rose garden over madison square and it took some time but i understand it now cause now my name is up in lights but i think you got it right let me tell you now you re the lucky one let me tell you now you re the lucky one let me tell you now you re the lucky one oh oh oh and they ll tell you now you re the lucky one yeah they ll tell you now you re the lucky one and they ll tell you now you re the lucky one oh oh oh oh whoa oh oh,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,3JUqgQMYBc33ox8Jr4hvWV,0.706,0.512,E,-7.573,major,0.0366,0.0315,0,0.132,0.51,117.934,240267,4,E major,48
The Moment I Knew,you should ve been there should ve burst through the door with that baby i m right here smile and it would ve felt like a million little shining stars had just aligned and i would ve been so happy christmas lights glisten i ve got my eye on the door just waiting for you to walk in but the time is ticking people ask me how i ve been as i comb back through my memory how you said you d be here you said you d be here and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they re all laughing as i m looking around the room but there was one thing missing and that was the moment i knew and the hours pass by now i just wanna be alone but your close friends always seem to know when there s something really wrong so they follow me down the hall and there in the bathroom i try not to fall apart and the sinking feeling starts as i say hopelessly he said he d be here and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they re all laughing and asking me about you but there was one thing missing and that was the moment i knew what do you say when tears are streaming down your face in front of everyone you know and what do you do when the one who means the most to you is the one who didn t show you should ve been here and i would ve been so happy and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they re all standing around me singing happy birthday to you but there was one thing missing and that was the moment i knew oh oh oh oh oh oh oh oh oh oh oh oh i knew oh oh oh oh oh oh oh oh oh oh oh oh you call me later and said i m sorry i didn t make it and i said i m sorry too and that was the moment i knew,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,4BeGyA5qyF4LpYDqCqg34s,0.614,0.511,G,-7.227,major,0.0319,0.17,5.21e-6,0.1,0.256,125.958,286613,4,G major,47
The Other Side Of The Door,in the heat of the fight i walked away ignoring words that you were saying trying to make me stay i said this time i ve had enough and you ve called a hundred times but i m not picking up cause i m so mad i might tell you that it s over but if you look a little closer i said leave but all i really want is you to stand outside my window throwing pebbles screaming i m in love with you wait there in the pouring rain come back for more and don t you leave cause i know all i need is on the other side of the door me and my stupid pride are sitting here alone going through the photographs staring at the phone i keep going back over things we both said and i remember the slamming door and all the things that i misread so babe if you know everything tell me why you couldn t see when i left i wanted you to chase after me yeah i said leave but all i really want is you to stand outside my window throwing pebbles screaming i m in love with you wait there in the pouring rain come back for more and don t you leave cause i know all i need is on the other side of the door and i ll scream out the window i can t even look at you i don t need you but i do i do i do i say there s nothing you can say to make this right i mean it i mean it what i mean is i said leave but baby all i want is you to stand outside my window throwing pebbles screaming i m in love with you wait there in the pouring rain come back for more and don t you leave cause i know all i need is on the other side of the door with your face and the beautiful eyes and the conversation with the little white lies and the faded picture of a beautiful night you carry me from your car to the stairs and i broke down crying was she worth this mess after everything and that little black dress after everything i must confess i need you,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,0xvsgzM8AtBtRHZm5rav8A,0.515,0.815,E,-4.259,major,0.0349,0.223,0,0.245,0.498,81.921,237600,4,E major,45
The Outside,i didn t know what i would find when i went looking for a reason i know i didn t read between the lines and baby i ve got nowhere to go i tried to take the road less traveled by but nothing seems to work the first few times am i right so how can i ever try to be better nobody ever lets me in i can still see you this ain t the best view on the outside looking in i ve been a lot of lonely places i ve never been on the outside you saw me there but never knew i would give it all up to be a part of this a part of you and now it s all too late so you see you could ve helped if you had wanted to but no one notices until it s too late to do anything so how can i ever try to be better nobody ever lets me in i can still see you this ain t the best view on the outside looking in i ve been a lot of lonely places i ve never been on the outside so how can i ever try to be better nobody ever lets me in i can still see you this ain t the best view on the outside looking in i ve been a lot of lonely places i ve never been on the outside,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,2QA3IixpRcKyOdG7XDzRgv,0.579,0.808,F,-3.988,major,0.0275,0.00398,0,0.239,0.608,112.979,207107,4,F major,46
The Story Of Us,i used to think one day we d tell the story of us how we met and the sparks flew instantly and people would say they re the lucky ones i used to know my place was a spot next to you now i m searching the room for an empty seat cause lately i don t even know what page you re on oh a simple complication miscommunications lead to fallout so many things that i wish you knew so many walls up that i can t break through now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah i don t know what to say since a twist of fate when it all broke down and the story of us looks a lot like a tragedy now next chapter how d we end up this way see me nervously pulling at my clothes and trying to look busy and you re doing your best to avoid me i m starting to think one day i ll tell the story of us of how i was losing my mind when i saw you here but you held your pride like you should have held me oh i m scared to see the ending why are we pretending this is nothing i d tell you i miss you but i don t know how i ve never heard silence quite this loud now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah and i don t know what to say since a twist of fate when it all broke down and the story of us looks a lot like a tragedy now this is looking like a contest of who can act like they care less but i liked it better when you were on my side the battle s in your hands now but i would lay my armor down if you say you d rather love than fight so many things that you wish i knew but the story of us might be ending soon now i m standing alone in a crowded room and we re not speaking and i m dying to know is it killing you like it s killing me yeah and i don t know what to say since a twist of fate when it all broke down and the story of us looks a lot like a tragedy now now now and we re not speaking and i m dying to know is it killing you like it s killing me yeah and i don t know what to say since a twist of fate because we re going down and the story of us looks a lot like a tragedy now the end,5MfAxS5zz8MlfROjGQVXhy,Speak Now,https://i.scdn.co/image/7c6317c312d12c72bb9f7c06ccd57e23bba178ea,2010-01-01,2010-01-01,58,3RBluWmSoG2pGA1OePzGJI,0.542,0.802,E,-3.512,major,0.0421,0.00706,3.23e-4,0.0315,0.707,139.907,265667,4,E major,56
The Way I Loved You,he is sensible and so incredible and all my single friends are jealous he says everything i need to hear and it s like i couldn t ask for anything better he opens up my door and i get into his car and he says you look beautiful tonight and i feel perfectly fine but i miss screaming and fighting and kissing in the rain and it s 2am and i m cursing your name you re so in love that you act insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you he respects my space and never makes me wait and he calls exactly when he says he will he s close to my mother talks business with my father he s charming and endearing and i m comfortable he can t see the smile i m faking and my heart s not breaking cause i m not feeling anything at all and you were wild and crazy just so frustrating intoxicating complicated got away by some mistake and now i miss screaming and fighting and kissing in the rain it s 2am and i m cursing your name i m so in love that i acted insane and that s the way i loved you breaking down and coming undone it s a roller coaster kind of rush and i never knew i could feel that much and that s the way i loved you oh oh and that s the way i loved you oh oh never knew i could feel that much and that s the way i loved you,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,77VotUUL79U10TAnYdqwvr,0.425,0.732,F,-3.538,major,0.0319,0.0271,0,0.112,0.474,160.884,244240,4,F major,47
This Is Why We Can’t Have Nice Things,it was so nice throwing big parties jump into the pool from the balcony everyone swimming in a champagne sea and there are no rules when you show up here bass beat rattling the chandelier feeling so gatsby for that whole year so why d you have to rain on my parade i m shaking my head and locking the gates this is why we can t have nice things darling because you break them i had to take them away this is why we can t have nice things honey did you think i wouldn t hear all the things you said about me this is why we can t have nice things it was so nice being friends again there i was giving you a second chance but then you stabbed in the back while shaking my hand and therein lies the issue friends don t try to trick you get you on the phone and mind twist you and so i took an axe to a mended fence but i m not the only friend you ve lost lately if only you weren t so shady this is why we can t have nice things darling because you break them i had to take them away this is why we can t have nice things honey did you think i wouldn t hear all the things you said about me this is why we can t have here s a toast to my real friends they don t care about the he said she said and here s to my baby he ain t reading what they call me lately and here s to my momma had to listen to all this drama and here s to you cause forgiveness is a nice thing to do haha i can t even say it with a straight face this is why we can t have nice things darling darling because you break them i had to take them away this is why we can t have nice things honey did you think i wouldn t hear all the things you said about me this is why we can t have nice things darling and here s to my real friends because you break them i had to take them away and here s to my baby this is why we can t have nice things darling he didn t care about that he said she said did you think i wouldn t hear all the things you said about me this is why we can t have nice things,6DEjYFkNZh67HP7R9PSZvv,reputation,https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447,2017-11-10,2017-11-10,79,07NxDD1iKCHbAldceD7QLP,0.562,0.791,F,-5.974,major,0.118,0.0141,0,0.382,0.473,163.909,207133,4,F major,68
This Love,clear blue water high tides came and brought you in and i could go on and on on and on and i will skies grew darker currents swept you out again and you are just gone and gone gone and gone in silent screams and wildest dreams i never dreamed of this this love is good this love is bad this love is alive back from the dead these hands had to let it go free and this love came back to me tossing turning struggle through the night with someone new and i could go on and on on and on lantern burning flickered in my mind for only you but you were still gone gone gone been losing grip sinking ships you showed up just in time this love is good this love is bad this love is alive back from the dead these hands had to let it go free and this love came back to me this love left a permanent mark this love is glowing in the dark these hands had to let it go free and this love came back to me your kiss my cheek i watched you leave your smile my ghost i fell to my knees when you re young you just run but you come back to what you need this love is good this love is bad this love is alive back from the dead these hands had to let it go free and this love came back to me this love left a permanent mark this love is glowing in the dark these hands had to let it go free and this love came back to me,4uUAUqIfSomFTbbjGp3TYp,1989,https://i.scdn.co/image/d6c5c97ebdab865796bfe6df314399de09ad192a,2014-10-27,2014-10-27,44,1LAsr8OiF3et5bPZ7o9jsZ,0.485,0.459,E,-8.768,major,0.0337,0.635,0,0.101,0.0858,71.981,250093,4,E major,30
Tied Together With A Smile,seems the only one who doesn t see your beauty is the face in the mirror looking back at you you walk around here thinking you re not pretty but that s not true cause i know you hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone i guess it s true that love was all you wanted cause you re giving it away like it s extra change hoping it will end up in his pocket but he leaves you out like a penny in the rain oh cause it s not his price to pay not his price to pay hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone hold on baby you re losing it the water s high you re jumping into it and letting go and no one knows that you cry but you don t tell anyone that you might not be the golden one and you re tied together with a smile but you re coming undone you re tied together with a smile but you re coming undone oh goodbye baby with a smile baby baby,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,6K0CJLVXqbGMeJSmJ4ENKK,0.464,0.591,D,-4.693,major,0.0286,0.512,0,0.0944,0.207,146.172,248107,4,D major,47
Tim McGraw,he said the way my blue eyes shined put those georgia stars to shame that night i said that s a lie just a boy in a chevy truck that had a tendency of gettin stuck on backroads at night and i was right there beside him all summer long and then the time we woke up to find that summer gone but when you think tim mc graw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me september saw a month of tears and thankin god that you weren t here to see me like that but in a box beneath my bed is a letter that you never read from three summers back it s hard not to find it all a little bittersweet and lookin back on all of that it s nice to believe when you think tim mc graw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me and i m back for the first time since then i m standin on your street and there s a letter left on your doorstep and the first thing that you ll read is when you think tim mc graw i hope you think my favorite song someday you ll turn your radio on i hope it takes you back to that place when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mc graw i hope you think of me oh think of me mmmm he said the way my blue eyes shine put those georgia stars to shame that night i said that s a lie,7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://i.scdn.co/image/9f531a0aee2a96f2666774352b2cfb9284938dc3,2006-10-24,2006-10-24,61,0Om9WAB5RS09L80DyOfTNa,0.546,0.506,C,-6.334,major,0.0269,0.567,0,0.122,0.39,152.175,232107,4,C major,60
Treacherous,put your lips close to mine as long as they don t touch out of focus eye to eye till the gravity s too much and i ll do anything you say if you say it with your hands and i d be smart to walk away but you re quick sand this slope is treacherous this path is reckless this slope is treacherous and i i i like it i can t decide if it s a choice getting swept away i hear the sound of my own voice asking you to stay and all we are is skin and bone trained to get along forever going with the flow but you re friction this slope is treacherous this path is reckless this slope is treacherous and i i i like it two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i will follow you follow you home follow you follow you home this hope is treacherous this daydream is dangerous this slope is treacherous and i i i i i i i i i two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i will follow you follow you home follow you follow you home this hope is treacherous this daydream is dangerous this hope is treacherous i i i i i i i i i two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i will follow you follow you home follow you follow you home i ll follow you follow you home follow you follow you home this slope is treacherous and i i i like it,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,2XzQj8SAW94qkeugbU6frq,0.701,0.602,D,-8.167,major,0.0327,0.088,5.4e-6,0.141,0.385,109.984,242760,4,D major,50
Untouchable,untouchable like a distant diamond sky i m reaching out and i just can t tell you why i m caught up in you i m caught up in you untouchable burning brighter than the sun and when you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on little taste of heaven it s half full and i won t wait here all day i know you re saying that you d be here anyway but you re untouchable burning brighter than the sun now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven i m caught up in you oh oh oh but you re untouchable burning brighter than the sun now that you re close i feel like coming undone in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on say that we ll be together come on come on oh in the middle of the night waking from this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven in the middle of the night we can form this dream i want to feel you by my side standing next to me you got to come on come on say that we ll be together come on come on little taste of heaven and in the middle of the night when i m in this dream it s like a million little stars spelling out your name you got to come on come on come on come on come on come on oh oh oh like a million little stars spelling out your name they re spelling out your name oh,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,2IZ00ed83ygPIiacYScWUE,0.415,0.432,F,-6.7,major,0.0325,0.0715,2.65e-6,0.0984,0.312,199.965,311040,4,F major,48
We Are Never Ever Getting Back Together,i remember when we broke up the first time saying this is it i ve had enough cause like we hadn t seen each other in a month when you said you needed space what then you come around again and say baby i miss you and i swear i m gonna change trust me remember how that lasted for a day i say i hate you we break up you call me i love you ooh ooh ooh ooh ooh we called it off again last night but ooh ooh ooh ooh ooh this time i m telling you i m telling you we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together like ever i m really gonna miss you picking fights and me falling for it screaming that i m right and you would hide away and find your peace of mind with some indie record that s much cooler than mine ooh ooh ooh ooh ooh we called it off again last night but ooh ooh ooh ooh ooh this time i m telling you i m telling you we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together ooh ooh ooh ooh ooh yeah ooh ooh ooh ooh ooh yeah ooh ooh ooh ooh ooh yeah oh oh oh i used to think that we were forever ever and i used to say never say never huh so he calls me up and he s like i still love you and i m like i just i mean this is exhausting you know like we are never getting back together like ever we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together we ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh getting back together we ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh getting back together you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together,3wIMFmK0VylpfH0tm6nEeU,Red,https://i.scdn.co/image/d2e3717dba253e1d02aeff23d3e184a3bc1fcfaa,2012-10-22,2012-10-22,64,0QGFCtXV9ifkp3R2iBpczs,0.533,0.689,G,-5.84,major,0.18,0.0101,2.72e-5,0.118,0.731,171.999,193147,4,G major,65
Welcome To New York,walking through a crowd the village is aglow kaleidoscope of loud heartbeats under coats everybody here wanted something more searching for a sound we hadn t heard before and it said welcome to new york it s been waiting for you welcome to new york welcome to new york welcome to new york it s been waiting for you welcome to new york welcome to new york it s a new soundtrack i could dance to this beat beat forevermore the lights are so bright but they never blind me me welcome to new york it s been waiting for you welcome to new york welcome to new york when we first dropped our bags on apartment floors took our broken hearts put them in a drawer everybody here was someone else before and you can want who you want boys and boys and girls and girls welcome to new york it s been waiting for you welcome to new york welcome to new york welcome to new york it s been waiting for you welcome to new york welcome to new york it s a new soundtrack i could dance to this beat beat forevermore the lights are so bright but they never blind me me welcome to new york it s been waiting for you welcome to new york welcome to new york like any great love it keeps you guessing like any real love it s ever changing like any true love it drives you crazy but you know you wouldn t change anything anything anything welcome to new york it s been waiting for you welcome to new york welcome to new york welcome to new york it s been waiting for you welcome to new york welcome to new york it s a new soundtrack i could dance to this beat beat forevermore the lights are so bright but they never blind me me welcome to new york it s been waiting for you welcome to new york welcome to new york,4uUAUqIfSomFTbbjGp3TYp,1989,https://i.scdn.co/image/d6c5c97ebdab865796bfe6df314399de09ad192a,2014-10-27,2014-10-27,44,2C8lcuMwQrCdUIiKISCYfE,0.793,0.634,G,-4.807,major,0.0324,0.038,1.76e-6,0.304,0.615,117.023,212600,4,G major,40
White Horse,say you re sorry that face of an angel comes out just when you need it to as i paced back and forth all this time cause i honestly believed in you holdin on the days drag on stupid girl i shoulda known i shoulda known that i m not a princess this ain t a fairytale i m not the one you ll sweep off her feet lead her up the stairwell this ain t hollywood this is a small town i was a dreamer before you went and let me down now it s too late for you and your white horse to come around baby i was naive got lost in your eyes and never really had a chance my mistake i didn t know to be in love you had to fight to have the upper hand i had so many dreams about you and me happy endings now i know that i m not a princess this ain t a fairytale i m not the one you ll sweep off her feet lead her up the stairwell this ain t hollywood this is a small town i was a dreamer before you went and let me down now it s too late for you and your white horse to come around and there you are on your knees beggin for forgiveness beggin for me just like i always wanted but i m so sorry cause i m not your princess this ain t our fairytale i m gonna find someone someday who might actually treat me well this is a big world that was a small town there in my rear view mirror disappearing now and it s too late for you and your white horse now it s too late for you and your white horse to catch me now oh whoa whoa whoa try and catch me now oh it s too late to catch me now,43OpbkiiIxJO8ktIB777Nn,Fearless,https://i.scdn.co/image/c7e89dd86429ec06f5021ac4c824b90565dcc507,2008-11-11,2008-11-11,55,4jPtq9shRdUv8Zjr0a5xkD,0.355,0.349,C,-7.889,major,0.0325,0.282,0,0.1,0.249,185.776,234440,4,C major,49
